Name,RA,Dec,Con,OT,Mag,Diam
PHR 1525-6002,231.480800,-60.041100,CIR,PN,nan,0.500
PHR 1527-5846,231.897900,-58.772800,CIR,PN,nan,0.317
PHR 1528-5831,232.030400,-58.528300,CIR,PN,nan,0.483
PHR 1529-5458,232.374200,-54.982800,NOR,PN,nan,1.900
PHR 1529-6034,232.452500,-60.581100,CIR,PN,nan,0.583
PHR 1532-6203,233.247100,-62.051100,TRA,PN,nan,0.258
PHR 1533-4824,233.258300,-48.411900,LUP,PN,nan,3.333
PHR 1533-4834,233.391700,-48.573300,NOR,PN,nan,2.700
PHR 1534-5829,233.688300,-58.497200,NOR,PN,nan,2.000
PHR 1536-4711,234.015400,-47.192500,LUP,PN,nan,0.458
PHR 1537-6159,234.456200,-61.986100,TRA,PN,nan,2.767
PHR 1539-5727,234.894600,-57.450600,NOR,PN,nan,0.467
PHR 1539-5325,234.955800,-53.423600,NOR,PN,nan,3.000
PHR 1544-5607,236.236200,-56.118600,NOR,PN,nan,0.225
PHR 1547-5214,236.790000,-52.245600,NOR,PN,nan,1.767
PHR 1547-5929,236.860800,-59.496100,NOR,PN,nan,2.667
PHR 1547-4533,236.934200,-45.550300,LUP,PN,nan,2.050
PHR 1548-5629,237.088700,-56.498900,NOR,PN,nan,0.267
PHR 1548-4903,237.110000,-49.059400,NOR,PN,nan,0.300
FP1550-5639,237.519200,-56.653600,NOR,PN,nan,0.133
PHR 1551-5621,237.828700,-56.355600,NOR,PN,nan,1.067
PHR 1551-5653,237.834600,-56.897500,NOR,PN,nan,0.425
PHR 1552-6009,238.097100,-60.154700,NOR,PN,nan,0.283
PHR 1552-5254,238.236700,-52.903300,NOR,PN,nan,0.517
PHR 1553-5738,238.296700,-57.636400,NOR,PN,nan,2.217
FP1554-5651,238.712100,-56.865300,NOR,PN,nan,1.117
PHR 1555-5014,238.985800,-50.235600,NOR,PN,nan,0.370
FP1556-4955,239.137500,-49.931900,NOR,PN,nan,12.833
PHR 1556-4753,239.150800,-47.894700,NOR,PN,nan,0.283
PHR 1557-5128,239.280800,-51.466900,NOR,PN,nan,0.983
PHR 1558-4637,239.560800,-46.628300,NOR,PN,nan,0.433
PHR 1601-4209,240.257900,-42.150000,LUP,PN,nan,0.167
PHR 1602-4127,240.584200,-41.453100,LUP,PN,nan,2.700
PHR 1602-5714,240.614600,-57.235600,NOR,PN,nan,0.400
PHR 1603-5402,240.922500,-54.034400,NOR,PN,nan,0.667
PHR 1603-5016,240.973700,-50.281100,NOR,PN,nan,0.283
PHR 1607-4619,241.772100,-46.332200,NOR,PN,nan,0.233
PHR 1610-5130,242.587900,-51.515000,NOR,PN,nan,0.333
PHR 1611-4038,242.877900,-40.642800,SCO,PN,nan,0.450
PHR 1615-5437,243.834600,-54.623300,NOR,PN,nan,0.350
PHR 1615-5254,243.840800,-52.903600,NOR,PN,nan,0.217
PHR 1616-5437,244.118300,-54.632800,NOR,PN,nan,0.333
PHR 1616-5324,244.225800,-53.411100,NOR,PN,nan,0.300
PHR 1617-5445,244.332500,-54.753300,NOR,PN,nan,0.317
PHR 1618-5524,244.590400,-55.411400,NOR,PN,nan,0.600
PHR 1618-3119,244.625800,-31.331100,SCO,PN,nan,0.233
PHR 1619-4914,244.917100,-49.233300,NOR,PN,nan,0.600
PHR 1619-4907,244.958800,-49.114400,NOR,PN,nan,0.800
PHR 1619-5131,244.989600,-51.529700,NOR,PN,nan,0.183
PHR 1621-4040,245.432500,-40.673300,SCO,PN,nan,0.133
PHR 1622-5038,245.669200,-50.645000,NOR,PN,nan,0.350
PHR 1624-4252,246.000400,-42.879400,NOR,PN,nan,0.783
PHR 1625-4522,246.462100,-45.377500,NOR,PN,nan,5.500
PHR 1626-5216,246.600800,-52.282800,NOR,PN,nan,1.633
PHR 1627-4309,246.921700,-43.150800,NOR,PN,nan,0.217
PHR 1629-4505,247.270800,-45.095800,NOR,PN,nan,1.117
PHR 1632-4549,248.237500,-45.826400,NOR,PN,nan,1.033
PHR 1632-3415,248.187500,-34.261900,SCO,PN,nan,0.583
PHR 1633-4650,248.491700,-46.835300,NOR,PN,nan,0.400
PHR 1634-5405,248.585400,-54.084400,NOR,PN,nan,0.400
PHR 1634-4318,248.679600,-43.300000,SCO,PN,nan,0.300
PHR 1634-4203,248.707100,-42.061900,SCO,PN,nan,0.550
PHR 1634-4628,248.713300,-46.474400,ARA,PN,nan,0.367
PHR 1634-3848,248.725000,-38.808600,SCO,PN,nan,0.300
PHR 1635-4654,248.966300,-46.902800,ARA,PN,nan,1.283
PHR 1637-6059,249.424600,-60.983300,ARA,PN,nan,0.317
PHR 1637-4957,249.437100,-49.963900,ARA,PN,nan,0.383
PKP1638-3731,249.691700,-37.528600,SCO,PN,nan,0.158
PHR 1639-4516,249.842900,-45.276400,SCO,PN,nan,0.633
PHR 1641-5302,250.268300,-53.040000,ARA,PN,nan,0.350
PHR 1642-4214,250.577500,-42.245800,SCO,PN,nan,0.167
PHR 1642-5501,250.732500,-55.031100,ARA,PN,nan,0.767
PHR 1643-5432,250.882100,-54.543300,ARA,PN,nan,1.567
PHR 1644-4455,251.150800,-44.923100,SCO,PN,nan,0.567
PHR 1646-3637,251.590400,-36.621700,SCO,PN,nan,0.217
PHR 1646-4402,251.615000,-44.040300,SCO,PN,nan,1.183
PHR 1648-3318,252.187100,-33.315600,SCO,PN,nan,0.217
PHR 1650-5350,252.548700,-53.839700,ARA,PN,nan,0.400
PHR 1651-3621,252.862500,-36.361400,SCO,PN,nan,0.550
PHR 1651-3148,252.944600,-31.805800,SCO,PN,nan,2.683
PHR 1653-4143,253.480400,-41.733300,SCO,PN,nan,0.250
PPA 1654-3343,253.534200,-33.732800,SCO,PN,nan,0.142
PHR 1654-5338,253.604200,-53.645600,ARA,PN,nan,0.467
PHR 1654-4143,253.712500,-41.730600,SCO,PN,nan,1.083
PHR 1655-3900,253.966200,-39.005800,SCO,PN,nan,0.200
PPA 1657-3826,254.436700,-38.446400,SCO,PN,nan,0.142
PHR 1657-4933,254.498300,-49.557500,ARA,PN,nan,1.133
PHR 1658-2515,254.589200,-25.262200,OPH,PN,nan,5.033
PHR 1659-3258,254.857500,-32.976100,SCO,PN,nan,0.883
PHR 1700-5047,255.157500,-50.790000,ARA,PN,nan,0.350
PHR 1701-4803,255.455000,-48.063900,ARA,PN,nan,0.633
PHR 1702-4443,255.517900,-44.722200,SCO,PN,nan,1.500
PHR 1702-4943,255.675000,-49.722500,ARA,PN,nan,0.783
PHR 1702-3219,255.679600,-32.319200,SCO,PN,nan,0.850
PPA 1702-3509,255.692100,-35.150600,SCO,PN,nan,0.075
PHR 1704-3819,256.070000,-38.331900,SCO,PN,nan,0.442
PHR 1704-3337,256.197100,-33.631700,SCO,PN,nan,1.167
PPA 1704-3824,256.246200,-38.401100,SCO,PN,nan,0.167
PPA 1705-3748,256.362900,-37.813300,SCO,PN,nan,0.158
FP1705-5415,256.412500,-54.255300,ARA,PN,nan,14.333
PHR 1705-3039,256.495800,-30.664200,SCO,PN,nan,0.317
PHR 1706-3544,256.507900,-35.743600,SCO,PN,nan,0.900
PHR 1706-3528,256.602100,-35.477200,SCO,PN,nan,0.167
PHR 1707-4309,256.987500,-43.151400,SCO,PN,nan,0.267
PPA 1708-3705,257.097500,-37.093300,SCO,PN,nan,0.100
PHR 1708-2731,257.187100,-27.517200,OPH,PN,nan,0.217
PHR 1709-3931,257.295000,-39.518300,SCO,PN,nan,0.850
PHR 1709-3327,257.340800,-33.463100,SCO,PN,nan,0.350
PHR 1709-3629,257.388300,-36.491900,SCO,PN,nan,1.750
PHR 1709-3436,257.431200,-34.608100,SCO,PN,nan,0.450
PHR 1710-3732,257.551200,-37.547500,SCO,PN,nan,1.167
PPA 1710-3434,257.582100,-34.576900,SCO,PN,nan,0.250
PHR 1710-3032,257.680800,-30.541100,SCO,PN,nan,0.167
PHR 1710-2946,257.700000,-29.777500,OPH,PN,nan,0.350
PHR 1711-2711,257.811700,-27.191900,OPH,PN,nan,0.300
PHR 1711-3210,257.978300,-32.174700,SCO,PN,nan,0.250
PHR 1711-2851,257.997500,-28.859700,OPH,PN,nan,0.267
PHR 1712-3114,258.042100,-31.244400,SCO,PN,nan,0.783
PHR 1712-3452,258.079200,-34.868600,SCO,PN,nan,0.133
PHR 1712-3543,258.141700,-35.722200,SCO,PN,nan,0.283
PHR 1712-3021,258.161700,-30.360000,SCO,PN,nan,0.267
PHR 1712-3049,258.224600,-30.831100,SCO,PN,nan,0.500
PHR 1713-2957,258.395400,-29.960800,OPH,PN,nan,0.600
PHR 1714-4006,258.705400,-40.102500,SCO,PN,nan,0.333
PPA 1715-3357,258.775400,-33.957200,SCO,PN,nan,0.075
PPA 1715-3313,258.793300,-33.230000,SCO,PN,nan,0.117
PHR 1715-4939,258.859600,-49.654200,ARA,PN,nan,0.483
PHR 1715-2905,258.942100,-29.084400,OPH,PN,nan,0.367
PHR 1715-3159,258.951200,-31.989400,SCO,PN,nan,0.233
PHR 1715-3406,258.991700,-34.111900,SCO,PN,nan,0.283
PHR 1716-3002,259.017100,-30.037800,OPH,PN,nan,0.250
PHR 1716-2916,259.172900,-29.272200,OPH,PN,nan,0.433
PHR 1717-2759,259.256200,-27.991900,OPH,PN,nan,0.333
PHR 1717-2845,259.452900,-28.765800,OPH,PN,nan,0.767
PHR 1717-2954,259.433300,-29.908300,OPH,PN,nan,0.233
PPA 1717-3349,259.484200,-33.824200,SCO,PN,nan,0.133
PHR 1718-2914,259.550800,-29.249400,OPH,PN,nan,0.367
PHR 1718-3019,259.655000,-30.323600,SCO,PN,nan,0.683
PHR 1718-2441,259.678300,-24.690300,OPH,PN,nan,0.383
PPA 1718-3315,259.687100,-33.256700,SCO,PN,nan,0.133
PHR 1718-3055,259.694600,-30.924700,SCO,PN,nan,0.333
PHR 1719-4153,259.880400,-41.885800,SCO,PN,nan,0.467
PHR 1719-3121,259.903700,-31.353100,SCO,PN,nan,0.233
PHR 1719-3003,259.946700,-30.065300,OPH,PN,nan,0.367
PHR 1719-3134,259.975000,-31.579400,SCO,PN,nan,0.125
PHR 1719-3044,259.978300,-30.749400,SCO,PN,nan,0.333
PHR 1720-2931,260.058300,-29.524700,OPH,PN,nan,0.317
PHR 1720-3927,260.060000,-39.463300,SCO,PN,nan,2.167
PHR 1720-3041,260.125800,-30.696100,SCO,PN,nan,0.417
PHR 1720-2719,260.128300,-27.327800,OPH,PN,nan,0.650
PHR 1720-4633,260.147100,-46.555000,ARA,PN,nan,0.567
PHR 1720-3038,260.179200,-30.643300,SCO,PN,nan,0.283
FP1721-5654,260.287500,-56.906900,ARA,PN,nan,6.683
PPA 1721-3149,260.348700,-31.831100,SCO,PN,nan,0.150
PHR 1721-3027,260.382100,-30.455600,SCO,PN,nan,0.150
PPA 1721-2805,260.388300,-28.088900,OPH,PN,nan,0.100
PPA 1721-3110,260.412100,-31.176400,SCO,PN,nan,0.083
PPA 1722-2831,260.543700,-28.526100,OPH,PN,nan,0.200
PHR 1722-3210,260.548700,-32.179200,SCO,PN,nan,0.150
PHR 1722-3251,260.557100,-32.853100,SCO,PN,nan,0.600
PPA 1722-3317,260.647500,-33.287500,SCO,PN,nan,0.067
PPA 1722-3139,260.670000,-31.665300,SCO,PN,nan,0.150
PPA 1723-3223,260.767500,-32.386100,SCO,PN,nan,0.183
PHR 1723-2856,260.784200,-28.939700,OPH,PN,nan,0.333
PPA 1723-3038,260.847900,-30.644400,SCO,PN,nan,0.067
PHR 1724-2543,261.017900,-25.720600,OPH,PN,nan,0.183
PHR 1724-3859,261.127900,-38.995600,SCO,PN,nan,2.533
PHR 1724-4930,261.144600,-49.514700,ARA,PN,nan,0.733
PHR 1724-2302,261.221700,-23.042800,OPH,PN,nan,0.217
PHR 1724-2419,261.224200,-24.322500,OPH,PN,nan,0.983
PHR 1724-2716,261.226700,-27.273900,OPH,PN,nan,0.400
PPA 1724-3043,261.242900,-30.717800,SCO,PN,nan,0.100
PHR 1725-2534,261.304600,-25.571100,OPH,PN,nan,0.267
PPA 1725-3216,261.316200,-32.269700,SCO,PN,nan,0.133
PPA 1725-3329,261.359600,-33.498600,SCO,PN,nan,0.100
PHR 1725-2338,261.422900,-23.641400,OPH,PN,nan,0.225
PPA 1725-2915,261.477100,-29.252200,OPH,PN,nan,0.150
PHR 1726-2117,261.551200,-21.298600,OPH,PN,nan,0.183
PPA 1726-3045,261.598300,-30.760800,SCO,PN,nan,0.083
PHR 1726-3221,261.607500,-32.363900,SCO,PN,nan,0.750
PPA 1726-2325,261.640800,-23.420000,OPH,PN,nan,0.250
PHR 1726-2351,261.726700,-23.857800,OPH,PN,nan,0.367
PPA 1727-2338,261.923700,-23.648100,OPH,PN,nan,0.117
PPA 1727-2653,261.993300,-26.895800,OPH,PN,nan,0.133
PHR 1727-2747,261.997900,-27.798600,OPH,PN,nan,0.233
PHR 1728-3038,262.032100,-30.638300,SCO,PN,nan,0.317
PHR 1728-2936,262.037100,-29.615000,OPH,PN,nan,0.100
PHR 1728-1844,262.058300,-18.741900,OPH,PN,nan,0.850
PHR 1728-3032,262.059200,-30.537200,SCO,PN,nan,0.200
PHR 1728-2743,262.183300,-27.727500,OPH,PN,nan,0.283
PHR 1729-2614,262.280400,-26.245800,OPH,PN,nan,0.283
PHR 1729-2354,262.293700,-23.908300,OPH,PN,nan,0.200
PPA 1729-3152,262.295800,-31.879200,SCO,PN,nan,0.100
PHR 1729-1647,262.305400,-16.795000,OPH,PN,nan,0.500
PHR 1729-3321,262.311200,-33.361400,SCO,PN,nan,0.567
PPA 1729-2611,262.468300,-26.186900,OPH,PN,nan,0.150
PPA 1730-2621,262.551200,-26.350300,OPH,PN,nan,0.100
PPA 1730-3400,262.622900,-34.010300,SCO,PN,nan,0.083
PHR 1731-2850,262.809600,-28.843600,OPH,PN,nan,0.400
PHR 1721-5122,262.828300,-51.367500,ARA,PN,nan,0.500
PHR 1731-2927,262.840800,-29.464400,OPH,PN,nan,0.200
PPA 1731-2955,262.894600,-29.927200,OPH,PN,nan,0.283
PHR 1731-2216,262.927500,-22.280600,OPH,PN,nan,0.617
PHR 1731-2709,262.949200,-27.155300,OPH,PN,nan,0.250
PHR 1731-2149,262.969600,-21.825300,OPH,PN,nan,3.667
PPA 1731-2915,262.992900,-29.250300,OPH,PN,nan,0.100
PHR 1732-2522,263.112900,-25.380300,OPH,PN,nan,0.183
PPA 1732-3201,263.185400,-32.018900,SCO,PN,nan,0.083
PHR 1732-2408,263.242500,-24.145800,OPH,PN,nan,0.517
PHR 1733-2327,263.279600,-23.466900,OPH,PN,nan,0.250
PHR 1733-1836,263.316200,-18.604400,OPH,PN,nan,0.583
PPA 1733-2415,263.344600,-24.251400,OPH,PN,nan,0.317
PHR 1733-2647,263.362900,-26.799700,OPH,PN,nan,0.250
PHR 1733-2151,263.387500,-21.856400,OPH,PN,nan,0.500
PHR 1733-2407,263.407500,-24.129400,OPH,PN,nan,0.250
PPA 1733-2945,263.410000,-29.758300,OPH,PN,nan,0.117
PPA 1733-2908,263.418700,-29.142800,OPH,PN,nan,0.150
PHR 1733-2655,263.470000,-26.923900,OPH,PN,nan,0.150
PHR 1733-3029,263.492500,-30.496100,SCO,PN,nan,0.350
PPA 1734-2954,263.507100,-29.909700,OPH,PN,nan,0.283
PHR 1734-3426,263.557100,-34.433300,SCO,PN,nan,0.550
PHR 1734-2000,263.557100,-20.014400,OPH,PN,nan,0.333
PHR 1734-3809,263.583300,-38.151700,SCO,PN,nan,1.383
PPA 1734-3600,263.592900,-36.013300,SCO,PN,nan,0.150
PPA 1734-3015,263.608300,-30.255000,SCO,PN,nan,0.117
PHR 1734-2944,263.620800,-29.741400,OPH,PN,nan,0.233
PHR 1734-2902,263.621700,-29.034400,OPH,PN,nan,1.000
PHR 1734-1901,263.626200,-19.016900,OPH,PN,nan,0.367
PPA 1734-3449,263.626200,-34.817500,SCO,PN,nan,0.083
PPA 1734-3102,263.642900,-31.035600,SCO,PN,nan,0.083
PPA 1734-3004,263.694200,-30.072500,OPH,PN,nan,0.167
PPA 1734-3817,263.720000,-38.288600,SCO,PN,nan,0.100
PHR 1734-2644,263.733300,-26.737200,OPH,PN,nan,0.250
PHR 1734-5649,263.746200,-56.823300,ARA,PN,nan,0.600
PHR 1735-3333,263.761200,-33.557800,SCO,PN,nan,0.700
PPA 1735-2809,263.800000,-28.158600,OPH,PN,nan,0.150
PHR 1735-2146,263.820800,-21.775000,OPH,PN,nan,0.733
PHR 1735-3759,263.870800,-37.990600,SCO,PN,nan,0.250
PHR 1735-2527,263.947500,-25.461900,OPH,PN,nan,0.117
PHR 1735-2659,263.981700,-26.988100,OPH,PN,nan,0.383
PPA 1736-3444,264.023700,-34.735300,SCO,PN,nan,0.083
PHR 1736-3659,264.072100,-36.996400,SCO,PN,nan,0.300
PHR 1736-5736,264.138300,-57.605800,ARA,PN,nan,0.933
PHR 1736-2330,264.152100,-23.505800,OPH,PN,nan,0.217
PPA 1736-2804,264.236700,-28.078300,OPH,PN,nan,0.108
PHR 1737-2341,264.287500,-23.690000,OPH,PN,nan,0.267
PHR 1737-2559,264.318700,-25.993900,OPH,PN,nan,0.317
PPA 1737-2501,264.350000,-25.025600,OPH,PN,nan,0.117
PPA 1737-2341,264.368300,-23.691900,OPH,PN,nan,0.050
PPA 1737-2621,264.376200,-26.362200,OPH,PN,nan,0.150
PHR 1737-2435,264.383700,-24.594200,OPH,PN,nan,0.300
PPA 1737-3627,264.402500,-36.451700,SCO,PN,nan,0.150
PPA 1737-3650,264.406700,-36.838300,SCO,PN,nan,0.100
PHR 1737-2126,264.423700,-21.440000,OPH,PN,nan,0.550
PPA 1737-3414,264.474600,-34.240800,SCO,PN,nan,0.100
PHR 1738-2500,264.501200,-25.012800,OPH,PN,nan,0.283
PHR 1738-3839,264.502100,-38.653900,SCO,PN,nan,0.417
PHR 1738-2746,264.514200,-27.771700,OPH,PN,nan,0.267
PPA 1738-3753,264.545800,-37.894700,SCO,PN,nan,0.150
PPA 1738-2800,264.549200,-28.001900,OPH,PN,nan,0.067
PPA 1738-3546,264.567500,-35.774700,SCO,PN,nan,0.133
PHR 1738-2748,264.567900,-27.802200,OPH,PN,nan,0.217
PHR 1738-2052,264.607100,-20.871700,OPH,PN,nan,0.317
PHR 1738-2847,264.610000,-28.786100,OPH,PN,nan,0.175
PHR 1738-2419,264.715400,-24.328900,OPH,PN,nan,0.417
PPA 1739-2652,264.797100,-26.872200,OPH,PN,nan,0.100
PHR 1739-3829,264.821700,-38.495600,SCO,PN,nan,0.900
PPA 1740-3438,265.036700,-34.637500,SCO,PN,nan,0.200
PPA 1740-3551,265.089200,-35.858600,SCO,PN,nan,0.150
PHR 1740-3949,265.100000,-39.830000,SCO,PN,nan,1.083
PPA 1740-3437,265.127100,-34.621400,SCO,PN,nan,0.117
PPA 1740-2544,265.127900,-25.744400,OPH,PN,nan,0.183
PPA 1740-3543,265.190000,-35.732800,SCO,PN,nan,0.150
PHR 1740-3607,265.209600,-36.129200,SCO,PN,nan,0.233
PPA 1740-2708,265.211200,-27.146700,OPH,PN,nan,0.117
PHR 1740-3324,265.228700,-33.405000,SCO,PN,nan,0.150
PPA 1741-2332,265.370000,-23.538600,OPH,PN,nan,0.050
PPA 1741-3302,265.389200,-33.037500,SCO,PN,nan,0.133
PHR 1741-3447,265.401200,-34.790000,SCO,PN,nan,0.617
PHR 1741-2609,265.436200,-26.155600,OPH,PN,nan,0.225
PPA 1741-2538,265.451700,-25.638300,OPH,PN,nan,0.133
PPA 1741-3736,265.452900,-37.600600,SCO,PN,nan,0.267
PPA 1741-3405,265.496200,-34.092800,SCO,PN,nan,0.108
PHR 1742-2525,265.717100,-25.428600,OPH,PN,nan,0.192
PHR 1742-2214,265.727900,-22.237800,OPH,PN,nan,0.275
PHR 1742-1256,265.741200,-12.946700,SER,PN,nan,0.600
PPA 1743-3315,265.780000,-33.265000,SCO,PN,nan,0.083
PHR 1743-2541,265.804600,-25.694200,OPH,PN,nan,0.217
PHR 1743-2013,265.891700,-20.232200,SGR,PN,nan,0.333
PHR 1743-2431,265.913700,-24.531400,OPH,PN,nan,0.550
PHR 1743-2538,265.914600,-25.638100,OPH,PN,nan,0.075
PHR 1743-4504,265.943700,-45.081400,SCO,PN,nan,0.450
PHR 1743-3749,265.954200,-37.830300,SCO,PN,nan,0.617
PHR 1743-2424,265.956700,-24.401700,SGR,PN,nan,0.367
PHR 1744-2545,266.001200,-25.760000,SGR,PN,nan,0.242
PPA 1744-2605,266.007100,-26.095800,SGR,PN,nan,0.067
PHR 1744-2103,266.048300,-21.051400,SGR,PN,nan,0.467
PHR 1744-2254,266.070800,-22.916400,SGR,PN,nan,0.283
PHR 1744-3355,266.116200,-33.922200,SCO,PN,nan,0.950
PPA 1744-3252,266.116700,-32.869700,SCO,PN,nan,0.108
PHR 1744-2624,266.139600,-26.415000,SGR,PN,nan,0.267
PHR 1744-2603,266.147500,-26.060000,SGR,PN,nan,0.167
PHR 1744-2406,266.192900,-24.116400,SGR,PN,nan,0.317
PHR 1744-3319,266.215800,-33.325000,SCO,PN,nan,0.150
PHR 1745-3413,266.265400,-34.223900,SCO,PN,nan,0.200
PHR 1745-2141,266.277100,-21.699200,SGR,PN,nan,0.317
PHR 1745-1453,266.280800,-14.889700,SER,PN,nan,0.383
PHR 1745-3246,266.290800,-32.771400,SCO,PN,nan,0.917
PHR 1745-2254,266.320800,-22.916100,SGR,PN,nan,0.283
PPA 1745-2542,266.328700,-25.701400,SGR,PN,nan,0.117
PHR 1745-3609,266.384200,-36.165800,SCO,PN,nan,0.700
PPA 1745-2514,266.412900,-25.235300,SGR,PN,nan,0.117
PHR 1746-2150,266.555800,-21.846900,SGR,PN,nan,0.300
PHR 1746-3713,266.602100,-37.219200,SCO,PN,nan,0.183
PHR 1746-2426,266.662500,-24.441100,SGR,PN,nan,0.367
PPA 1746-3428,266.714200,-34.466900,SCO,PN,nan,0.433
PPA 1746-3454,266.714200,-34.901400,SCO,PN,nan,0.133
PHR 1746-2611,266.716700,-26.197200,SGR,PN,nan,0.600
PPA 1746-3725,266.748700,-37.426700,SCO,PN,nan,0.267
PPA 1747-3341,266.770000,-33.684200,SCO,PN,nan,0.100
PPA 1747-3435,266.784600,-34.595300,SCO,PN,nan,0.342
PHR 1747-1957,266.814600,-19.957800,SGR,PN,nan,0.300
PPA 1747-3215,266.868700,-32.262800,SCO,PN,nan,0.075
PHR 1747-2311,266.877900,-23.196900,SGR,PN,nan,0.383
PHR 1747-3811,266.916200,-38.195300,SCO,PN,nan,0.200
PHR 1748-2515,267.064600,-25.253900,SGR,PN,nan,0.300
PHR 1748-3538,267.067900,-35.641900,SCO,PN,nan,0.933
PHR 1748-2016,267.114200,-20.275300,SGR,PN,nan,0.183
PPA 1748-2427,267.135000,-24.452500,SGR,PN,nan,0.250
PHR 1748-2417,267.137500,-24.293300,SGR,PN,nan,0.233
PHR 1748-3844,267.187900,-38.737200,SCO,PN,nan,0.350
PHR 1748-2326,267.191700,-23.440800,SGR,PN,nan,0.217
PHR 1748-2009,267.242500,-20.158300,SGR,PN,nan,0.383
PHR 1749-2101,267.307500,-21.028900,SGR,PN,nan,0.283
PHR 1749-3347,267.349200,-33.794700,SCO,PN,nan,0.217
PPA 1749-3216,267.407900,-32.274400,SCO,PN,nan,0.158
PHR 1749-3438,267.495400,-34.643900,SCO,PN,nan,0.233
PHR 1750-4438,267.690400,-44.639400,SCO,PN,nan,0.367
PHR 1750-1803,267.698300,-18.058300,SGR,PN,nan,0.600
PPA 1750-3152,267.702100,-31.874200,SCO,PN,nan,0.100
PPA 1750-3548,267.733700,-35.813600,SCO,PN,nan,0.417
PHR 1750-3500,267.737100,-35.012800,SCO,PN,nan,0.317
PPA 1751-2933,267.751700,-29.564200,SGR,PN,nan,0.200
PPA 1751-3401,267.778700,-34.028100,SCO,PN,nan,0.167
PHR 1751-1925,267.786200,-19.429700,SGR,PN,nan,0.167
PHR 1751-3531,267.846200,-35.521700,SCO,PN,nan,0.250
PHR 1751-3059,267.911700,-30.998300,SCO,PN,nan,0.250
PHR 1751-3012,267.934200,-30.213100,SCO,PN,nan,0.683
PHR 1751-1804,267.943700,-18.069200,SGR,PN,nan,0.467
PHR 1751-2748,267.982100,-27.803100,SGR,PN,nan,0.375
PPA 1752-3542,268.024600,-35.701700,SCO,PN,nan,0.050
PHR 1752-3244,268.002500,-32.735600,SCO,PN,nan,0.167
PHR 1752-2527,268.035800,-25.463300,SGR,PN,nan,0.200
PHR 1752-3233,268.049200,-32.552200,SCO,PN,nan,0.183
PHR 1752-3230,268.066700,-32.501900,SCO,PN,nan,0.183
PHR 1752-3330,268.121700,-33.501100,SCO,PN,nan,0.433
PHR 1752-2102,268.128700,-21.034700,SGR,PN,nan,0.258
PHR 1752-3116,268.152100,-31.274200,SCO,PN,nan,0.167
PHR 1752-2941,268.203700,-29.699700,SGR,PN,nan,0.258
PHR 1752-2930,268.217100,-29.500300,SGR,PN,nan,0.133
PHR 1752-2953,268.243300,-29.889700,SGR,PN,nan,0.283
PHR 1753-2905,268.252900,-29.098100,SGR,PN,nan,0.233
PHR 1753-3428,268.270400,-34.477500,SCO,PN,nan,0.250
PHR 1753-3038,268.317900,-30.644400,SCO,PN,nan,0.283
PPA 1753-2836,268.322500,-28.601700,SGR,PN,nan,0.192
PHR 1753-2234,268.367900,-22.573100,SGR,PN,nan,1.200
PHR 1753-3051,268.415800,-30.856900,SCO,PN,nan,0.208
PHR 1753-3443,268.417900,-34.728100,SCO,PN,nan,0.450
PHR 1753-2254,268.438700,-22.900300,SGR,PN,nan,0.417
PHR 1753-3228,268.483300,-32.480600,SCO,PN,nan,0.550
PPA 1753-3021,268.497500,-30.363600,SCO,PN,nan,0.333
PPA 1754-3358,268.512500,-33.980800,SCO,PN,nan,0.250
PHR 1754-3515,268.572500,-35.260800,SCO,PN,nan,0.217
PHR 1754-2736,268.578300,-27.610000,SGR,PN,nan,0.100
PHR 1754-3533,268.627500,-35.552200,SCO,PN,nan,0.433
PHR 1754-2309,268.686700,-23.151900,SGR,PN,nan,0.283
PHR 1754-3708,268.694600,-37.146900,SCO,PN,nan,0.417
PHR 1755-2118,268.765000,-21.310600,SGR,PN,nan,0.250
PHR 1755-2142,268.894600,-21.710600,SGR,PN,nan,0.283
PHR 1755-2825,268.902900,-28.424400,SGR,PN,nan,0.400
PHR 1755-2140,268.927500,-21.671700,SGR,PN,nan,0.333
PHR 1755-2904,268.929600,-29.068100,SGR,PN,nan,0.242
PPA 1755-2739,268.940000,-27.661400,SGR,PN,nan,0.242
PHR 1755-1502,268.943300,-15.045600,SER,PN,nan,0.350
PHR 1756-3019,269.027500,-30.326700,SCO,PN,nan,0.200
PHR 1756-1057,269.089200,-10.960000,SER,PN,nan,0.592
PHR 1756-3112,269.119600,-31.209700,SCO,PN,nan,0.233
PHR 1756-2538,269.136700,-25.640600,SGR,PN,nan,0.167
PPA 1756-2311,269.138300,-23.196400,SGR,PN,nan,0.150
PHR 1756-2857,269.151700,-28.955000,SGR,PN,nan,0.383
PHR 1756-3342,269.164600,-33.708600,SCO,PN,nan,0.533
PHR 1756-3157,269.182100,-31.959200,SCO,PN,nan,0.817
PHR 1756-3414,269.200800,-34.242200,SCO,PN,nan,0.300
PHR 1757-1230,269.280800,-12.500800,SER,PN,nan,0.250
PHR 1757-1556,269.293700,-15.938300,SER,PN,nan,0.483
PHR 1757-2718,269.385400,-27.306900,SGR,PN,nan,0.083
PHR 1757-1649,269.415000,-16.821900,SGR,PN,nan,2.633
PHR 1757-2824,269.425800,-28.401900,SGR,PN,nan,0.233
PPA 1757-2750,269.431200,-27.845600,SGR,PN,nan,0.075
